交易日期,代理代码,代理名称,复权单位净值,原单位净值,当日每份分红
2016-10-27,159905,工银深证红利ETF,1.1949000000,1.194900,0.000000
2016-10-28,159905,工银深证红利ETF,1.1919000000,1.191900,0.000000
2016-10-31,159905,工银深证红利ETF,1.1930000000,1.193000,0.000000
2016-11-01,159905,工银深证红利ETF,1.2063000000,1.206300,0.000000
2016-11-02,159905,工银深证红利ETF,1.1919000000,1.191900,0.000000
2016-11-03,159905,工银深证红利ETF,1.1990000000,1.199000,0.000000
2016-11-04,159905,工银深证红利ETF,1.1942000000,1.194200,0.000000
2016-11-07,159905,工银深证红利ETF,1.1909000000,1.190900,0.000000
2016-11-08,159905,工银深证红利ETF,1.1979000000,1.197900,0.000000
2016-11-09,159905,工银深证红利ETF,1.2036000000,1.203600,0.000000
2016-11-10,159905,工银深证红利ETF,1.2190000000,1.219000,0.000000
2016-11-11,159905,工银深证红利ETF,1.2227000000,1.222700,0.000000
2016-11-14,159905,工银深证红利ETF,1.2231000000,1.223100,0.000000
2016-11-15,159905,工银深证红利ETF,1.2330000000,1.233000,0.000000
2016-11-16,159905,工银深证红利ETF,1.2290000000,1.229000,0.000000
2016-11-17,159905,工银深证红利ETF,1.2389000000,1.238900,0.000000
2016-11-18,159905,工银深证红利ETF,1.2330000000,1.233000,0.000000
2016-11-21,159905,工银深证红利ETF,1.2375000000,1.237500,0.000000
2016-11-22,159905,工银深证红利ETF,1.2439000000,1.243900,0.000000
2016-11-23,159905,工银深证红利ETF,1.2614000000,1.261400,0.000000
2016-11-24,159905,工银深证红利ETF,1.2720000000,1.272000,0.000000
2016-11-25,159905,工银深证红利ETF,1.2831000000,1.283100,0.000000
2016-11-28,159905,工银深证红利ETF,1.2911000000,1.291100,0.000000
2016-11-29,159905,工银深证红利ETF,1.2988000000,1.298800,0.000000
2016-11-30,159905,工银深证红利ETF,1.2902000000,1.290200,0.000000
2016-12-01,159905,工银深证红利ETF,1.3139000000,1.313900,0.000000
2016-12-02,159905,工银深证红利ETF,1.2843000000,1.284300,0.000000
2016-12-05,159905,工银深证红利ETF,1.2439000000,1.243900,0.000000
2016-12-06,159905,工银深证红利ETF,1.2491000000,1.249100,0.000000
2016-12-07,159905,工银深证红利ETF,1.2499000000,1.249900,0.000000
2016-12-08,159905,工银深证红利ETF,1.2475000000,1.247500,0.000000
2016-12-09,159905,工银深证红利ETF,1.2572000000,1.257200,0.000000
2016-12-12,159905,工银深证红利ETF,1.2068000000,1.206800,0.000000
2016-12-13,159905,工银深证红利ETF,1.2074000000,1.207400,0.000000
2016-12-14,159905,工银深证红利ETF,1.1923000000,1.192300,0.000000
2016-12-15,159905,工银深证红利ETF,1.1830000000,1.183000,0.000000
2016-12-16,159905,工银深证红利ETF,1.1930000000,1.193000,0.000000
2016-12-19,159905,工银深证红利ETF,1.1790000000,1.179000,0.000000
2016-12-20,159905,工银深证红利ETF,1.1650000000,1.165000,0.000000
2016-12-21,159905,工银深证红利ETF,1.1731000000,1.173100,0.000000
2016-12-22,159905,工银深证红利ETF,1.1751000000,1.175100,0.000000
2016-12-23,159905,工银深证红利ETF,1.1574000000,1.157400,0.000000
2016-12-26,159905,工银深证红利ETF,1.1661000000,1.166100,0.000000
2016-12-27,159905,工银深证红利ETF,1.1727000000,1.172700,0.000000
2016-12-28,159905,工银深证红利ETF,1.1655000000,1.165500,0.000000
2016-12-29,159905,工银深证红利ETF,1.1627000000,1.162700,0.000000
2016-12-30,159905,工银深证红利ETF,1.1643000000,1.164300,0.000000
2016-12-31,159905,工银深证红利ETF,1.1643000000,1.164300,0.000000
2017-01-03,159905,工银深证红利ETF,1.1792000000,1.179200,0.000000
2017-01-04,159905,工银深证红利ETF,1.1913000000,1.191300,0.000000
2017-01-05,159905,工银深证红利ETF,1.1920000000,1.192000,0.000000
2017-01-06,159905,工银深证红利ETF,1.1822000000,1.182200,0.000000
2017-01-09,159905,工银深证红利ETF,1.1846000000,1.184600,0.000000
2017-01-10,159905,工银深证红利ETF,1.1857000000,1.185700,0.000000
2017-01-11,159905,工银深证红利ETF,1.1743000000,1.174300,0.000000
2017-01-12,159905,工银深证红利ETF,1.1643000000,1.164300,0.000000
2017-01-13,159905,工银深证红利ETF,1.1665000000,1.166500,0.000000
2017-01-16,159905,工银深证红利ETF,1.1508000000,1.150800,0.000000
2017-01-17,159905,工银深证红利ETF,1.1608000000,1.160800,0.000000
2017-01-18,159905,工银深证红利ETF,1.1731000000,1.173100,0.000000
2017-01-19,159905,工银深证红利ETF,1.1689000000,1.168900,0.000000
2017-01-20,159905,工银深证红利ETF,1.1806000000,1.180600,0.000000
2017-01-23,159905,工银深证红利ETF,1.1842000000,1.184200,0.000000
2017-01-24,159905,工银深证红利ETF,1.1868000000,1.186800,0.000000
2017-01-25,159905,工银深证红利ETF,1.1891000000,1.189100,0.000000
2017-01-26,159905,工银深证红利ETF,1.1943000000,1.194300,0.000000
2017-02-03,159905,工银深证红利ETF,1.1865000000,1.186500,0.000000
2017-02-06,159905,工银深证红利ETF,1.1908000000,1.190800,0.000000
2017-02-07,159905,工银深证红利ETF,1.1903000000,1.190300,0.000000
2017-02-08,159905,工银深证红利ETF,1.1985000000,1.198500,0.000000
2017-02-09,159905,工银深证红利ETF,1.2046000000,1.204600,0.000000
2017-02-10,159905,工银深证红利ETF,1.2155000000,1.215500,0.000000
2017-02-13,159905,工银深证红利ETF,1.2381000000,1.238100,0.000000
2017-02-14,159905,工银深证红利ETF,1.2379000000,1.237900,0.000000
2017-02-15,159905,工银深证红利ETF,1.2342000000,1.234200,0.000000
2017-02-16,159905,工银深证红利ETF,1.2474000000,1.247400,0.000000
2017-02-17,159905,工银深证红利ETF,1.2425000000,1.242500,0.000000
2017-02-20,159905,工银深证红利ETF,1.2717000000,1.271700,0.000000
2017-02-21,159905,工银深证红利ETF,1.2716000000,1.271600,0.000000
2017-02-22,159905,工银深证红利ETF,1.2797000000,1.279700,0.000000
2017-02-23,159905,工银深证红利ETF,1.2679000000,1.267900,0.000000
2017-02-24,159905,工银深证红利ETF,1.2612000000,1.261200,0.000000
2017-02-27,159905,工银深证红利ETF,1.2413000000,1.241300,0.000000
2017-02-28,159905,工银深证红利ETF,1.2485000000,1.248500,0.000000
2017-03-01,159905,工银深证红利ETF,1.2521000000,1.252100,0.000000
2017-03-02,159905,工银深证红利ETF,1.2450000000,1.245000,0.000000
2017-03-03,159905,工银深证红利ETF,1.2437000000,1.243700,0.000000
2017-03-06,159905,工银深证红利ETF,1.2609000000,1.260900,0.000000
2017-03-07,159905,工银深证红利ETF,1.2668000000,1.266800,0.000000
2017-03-08,159905,工银深证红利ETF,1.2652000000,1.265200,0.000000
2017-03-09,159905,工银深证红利ETF,1.2554000000,1.255400,0.000000
2017-03-10,159905,工银深证红利ETF,1.2671000000,1.267100,0.000000
2017-03-13,159905,工银深证红利ETF,1.2778000000,1.277800,0.000000
2017-03-14,159905,工银深证红利ETF,1.2782000000,1.278200,0.000000
2017-03-15,159905,工银深证红利ETF,1.2856000000,1.285600,0.000000
2017-03-16,159905,工银深证红利ETF,1.2862000000,1.286200,0.000000
2017-03-17,159905,工银深证红利ETF,1.2720000000,1.272000,0.000000
2017-03-20,159905,工银深证红利ETF,1.2755000000,1.275500,0.000000
2017-03-21,159905,工银深证红利ETF,1.2945000000,1.294500,0.000000
2017-03-22,159905,工银深证红利ETF,1.2920000000,1.292000,0.000000
2017-03-23,159905,工银深证红利ETF,1.2997000000,1.299700,0.000000
2017-03-24,159905,工银深证红利ETF,1.3067000000,1.306700,0.000000
2017-03-27,159905,工银深证红利ETF,1.2908000000,1.290800,0.000000
2017-03-28,159905,工银深证红利ETF,1.2887000000,1.288700,0.000000
2017-03-29,159905,工银深证红利ETF,1.2897000000,1.289700,0.000000
2017-03-30,159905,工银深证红利ETF,1.2738000000,1.273800,0.000000
2017-03-31,159905,工银深证红利ETF,1.2852000000,1.285200,0.000000
2017-04-05,159905,工银深证红利ETF,1.2985000000,1.298500,0.000000
2017-04-06,159905,工银深证红利ETF,1.3056000000,1.305600,0.000000
2017-04-07,159905,工银深证红利ETF,1.3047000000,1.304700,0.000000
2017-04-10,159905,工银深证红利ETF,1.2963000000,1.296300,0.000000
2017-04-11,159905,工银深证红利ETF,1.2964000000,1.296400,0.000000
2017-04-12,159905,工银深证红利ETF,1.2976000000,1.297600,0.000000
2017-04-13,159905,工银深证红利ETF,1.3077000000,1.307700,0.000000
2017-04-14,159905,工银深证红利ETF,1.2900000000,1.290000,0.000000
2017-04-17,159905,工银深证红利ETF,1.2947000000,1.294700,0.000000
2017-04-18,159905,工银深证红利ETF,1.3036000000,1.303600,0.000000
2017-04-19,159905,工银深证红利ETF,1.3032000000,1.303200,0.000000
2017-04-20,159905,工银深证红利ETF,1.3117000000,1.311700,0.000000
2017-04-21,159905,工银深证红利ETF,1.3094000000,1.309400,0.000000
2017-04-24,159905,工银深证红利ETF,1.2830000000,1.283000,0.000000
2017-04-25,159905,工银深证红利ETF,1.3092000000,1.309200,0.000000
2017-04-26,159905,工银深证红利ETF,1.3074000000,1.307400,0.000000
2017-04-27,159905,工银深证红利ETF,1.3022000000,1.302200,0.000000
2017-04-28,159905,工银深证红利ETF,1.2907000000,1.290700,0.000000
2017-05-02,159905,工银深证红利ETF,1.2880000000,1.288000,0.000000
2017-05-03,159905,工银深证红利ETF,1.2828000000,1.282800,0.000000
2017-05-04,159905,工银深证红利ETF,1.2818000000,1.281800,0.000000
2017-05-05,159905,工银深证红利ETF,1.2749000000,1.274900,0.000000
2017-05-08,159905,工银深证红利ETF,1.2482000000,1.248200,0.000000
2017-05-09,159905,工银深证红利ETF,1.2526000000,1.252600,0.000000
2017-05-10,159905,工银深证红利ETF,1.2526000000,1.252600,0.000000
2017-05-11,159905,工银深证红利ETF,1.2719000000,1.271900,0.000000
2017-05-12,159905,工银深证红利ETF,1.2813000000,1.281300,0.000000
2017-05-15,159905,工银深证红利ETF,1.2863000000,1.286300,0.000000
2017-05-16,159905,工银深证红利ETF,1.3023000000,1.302300,0.000000
2017-05-17,159905,工银深证红利ETF,1.2887000000,1.288700,0.000000
2017-05-18,159905,工银深证红利ETF,1.2833000000,1.283300,0.000000
2017-05-19,159905,工银深证红利ETF,1.2923000000,1.292300,0.000000
2017-05-22,159905,工银深证红利ETF,1.2936000000,1.293600,0.000000
2017-05-23,159905,工银深证红利ETF,1.3001000000,1.300100,0.000000
2017-05-24,159905,工银深证红利ETF,1.2990000000,1.299000,0.000000
2017-05-25,159905,工银深证红利ETF,1.3159000000,1.315900,0.000000
2017-05-26,159905,工银深证红利ETF,1.3178000000,1.317800,0.000000
2017-05-31,159905,工银深证红利ETF,1.3273000000,1.327300,0.000000
2017-06-01,159905,工银深证红利ETF,1.3235000000,1.323500,0.000000
2017-06-02,159905,工银深证红利ETF,1.3199000000,1.319900,0.000000
2017-06-05,159905,工银深证红利ETF,1.3160000000,1.316000,0.000000
2017-06-06,159905,工银深证红利ETF,1.3355000000,1.335500,0.000000
2017-06-07,159905,工银深证红利ETF,1.3570000000,1.357000,0.000000
2017-06-08,159905,工银深证红利ETF,1.3767000000,1.376700,0.000000
2017-06-09,159905,工银深证红利ETF,1.3797000000,1.379700,0.000000
2017-06-12,159905,工银深证红利ETF,1.3966000000,1.396600,0.000000
2017-06-13,159905,工银深证红利ETF,1.3985000000,1.398500,0.000000
2017-06-14,159905,工银深证红利ETF,1.3774000000,1.377400,0.000000
2017-06-15,159905,工银深证红利ETF,1.3743000000,1.374300,0.000000
2017-06-16,159905,工银深证红利ETF,1.3674000000,1.367400,0.000000
2017-06-19,159905,工银深证红利ETF,1.3884000000,1.388400,0.000000
2017-06-20,159905,工银深证红利ETF,1.3888000000,1.388800,0.000000
2017-06-21,159905,工银深证红利ETF,1.4190000000,1.419000,0.000000
2017-06-22,159905,工银深证红利ETF,1.4189000000,1.418900,0.000000
2017-06-23,159905,工银深证红利ETF,1.4518000000,1.451800,0.000000
2017-06-26,159905,工银深证红利ETF,1.4848000000,1.484800,0.000000
2017-06-27,159905,工银深证红利ETF,1.4856000000,1.485600,0.000000
2017-06-28,159905,工银深证红利ETF,1.4651000000,1.465100,0.000000
2017-06-29,159905,工银深证红利ETF,1.4706000000,1.470600,0.000000
2017-06-30,159905,工银深证红利ETF,1.4709000000,1.470900,0.000000
2017-07-03,159905,工银深证红利ETF,1.4498000000,1.449800,0.000000
2017-07-04,159905,工银深证红利ETF,1.4311000000,1.431100,0.000000
2017-07-05,159905,工银深证红利ETF,1.4563000000,1.456300,0.000000
2017-07-06,159905,工银深证红利ETF,1.4519000000,1.451900,0.000000
2017-07-07,159905,工银深证红利ETF,1.4438000000,1.443800,0.000000
2017-07-10,159905,工银深证红利ETF,1.4439000000,1.443900,0.000000
2017-07-11,159905,工银深证红利ETF,1.4732000000,1.473200,0.000000
2017-07-12,159905,工银深证红利ETF,1.4630000000,1.463000,0.000000
2017-07-13,159905,工银深证红利ETF,1.4704000000,1.470400,0.000000
2017-07-14,159905,工银深证红利ETF,1.4777000000,1.477700,0.000000
2017-07-17,159905,工银深证红利ETF,1.4541000000,1.454100,0.000000
2017-07-18,159905,工银深证红利ETF,1.4558000000,1.455800,0.000000
2017-07-19,159905,工银深证红利ETF,1.4781000000,1.478100,0.000000
2017-07-20,159905,工银深证红利ETF,1.4956000000,1.495600,0.000000
2017-07-21,159905,工银深证红利ETF,1.4903000000,1.490300,0.000000
2017-07-24,159905,工银深证红利ETF,1.5023000000,1.502300,0.000000
2017-07-25,159905,工银深证红利ETF,1.4873000000,1.487300,0.000000
2017-07-26,159905,工银深证红利ETF,1.4678000000,1.467800,0.000000
2017-07-27,159905,工银深证红利ETF,1.4572000000,1.457200,0.000000
2017-07-28,159905,工银深证红利ETF,1.4761000000,1.476100,0.000000
2017-07-31,159905,工银深证红利ETF,1.4776000000,1.477600,0.000000
2017-08-01,159905,工银深证红利ETF,1.4886000000,1.488600,0.000000
2017-08-02,159905,工银深证红利ETF,1.4806000000,1.480600,0.000000
2017-08-03,159905,工银深证红利ETF,1.4634000000,1.463400,0.000000
2017-08-04,159905,工银深证红利ETF,1.4494000000,1.449400,0.000000
2017-08-07,159905,工银深证红利ETF,1.4630000000,1.463000,0.000000
2017-08-08,159905,工银深证红利ETF,1.4627000000,1.462700,0.000000
2017-08-09,159905,工银深证红利ETF,1.4744000000,1.474400,0.000000
2017-08-10,159905,工银深证红利ETF,1.4676000000,1.467600,0.000000
2017-08-11,159905,工银深证红利ETF,1.4281000000,1.428100,0.000000
2017-08-14,159905,工银深证红利ETF,1.4437000000,1.443700,0.000000
2017-08-15,159905,工银深证红利ETF,1.4464000000,1.446400,0.000000
2017-08-16,159905,工银深证红利ETF,1.4382000000,1.438200,0.000000
2017-08-17,159905,工银深证红利ETF,1.4428000000,1.442800,0.000000
2017-08-18,159905,工银深证红利ETF,1.4492000000,1.449200,0.000000
2017-08-21,159905,工银深证红利ETF,1.4584000000,1.458400,0.000000
2017-08-22,159905,工银深证红利ETF,1.4599000000,1.459900,0.000000
2017-08-23,159905,工银深证红利ETF,1.4667000000,1.466700,0.000000
2017-08-24,159905,工银深证红利ETF,1.4630000000,1.463000,0.000000
2017-08-25,159905,工银深证红利ETF,1.4774000000,1.477400,0.000000
2017-08-28,159905,工银深证红利ETF,1.5001000000,1.500100,0.000000
2017-08-29,159905,工银深证红利ETF,1.4959000000,1.495900,0.000000
2017-08-30,159905,工银深证红利ETF,1.5007000000,1.500700,0.000000
2017-08-31,159905,工银深证红利ETF,1.4873000000,1.487300,0.000000
2017-09-01,159905,工银深证红利ETF,1.4835000000,1.483500,0.000000
2017-09-04,159905,工银深证红利ETF,1.4913000000,1.491300,0.000000
2017-09-05,159905,工银深证红利ETF,1.4953000000,1.495300,0.000000
2017-09-06,159905,工银深证红利ETF,1.4936000000,1.493600,0.000000
2017-09-07,159905,工银深证红利ETF,1.4956000000,1.495600,0.000000
2017-09-08,159905,工银深证红利ETF,1.4897000000,1.489700,0.000000
2017-09-11,159905,工银深证红利ETF,1.4880000000,1.488000,0.000000
2017-09-12,159905,工银深证红利ETF,1.4888000000,1.488800,0.000000
2017-09-13,159905,工银深证红利ETF,1.5031000000,1.503100,0.000000
2017-09-14,159905,工银深证红利ETF,1.5101000000,1.510100,0.000000
2017-09-15,159905,工银深证红利ETF,1.5279000000,1.527900,0.000000
2017-09-18,159905,工银深证红利ETF,1.5326000000,1.532600,0.000000
2017-09-19,159905,工银深证红利ETF,1.5261000000,1.526100,0.000000
2017-09-20,159905,工银深证红利ETF,1.5441000000,1.544100,0.000000
2017-09-21,159905,工银深证红利ETF,1.5405000000,1.540500,0.000000
2017-09-22,159905,工银深证红利ETF,1.5523000000,1.552300,0.000000
2017-09-25,159905,工银深证红利ETF,1.5306000000,1.530600,0.000000
2017-09-26,159905,工银深证红利ETF,1.5268000000,1.526800,0.000000
2017-09-27,159905,工银深证红利ETF,1.5352000000,1.535200,0.000000
2017-09-28,159905,工银深证红利ETF,1.5320000000,1.532000,0.000000
2017-09-29,159905,工银深证红利ETF,1.5375000000,1.537500,0.000000
2017-10-09,159905,工银深证红利ETF,1.5707000000,1.570700,0.000000
2017-10-10,159905,工银深证红利ETF,1.5789000000,1.578900,0.000000
2017-10-11,159905,工银深证红利ETF,1.5895000000,1.589500,0.000000
2017-10-12,159905,工银深证红利ETF,1.5927000000,1.592700,0.000000
2017-10-13,159905,工银深证红利ETF,1.5953000000,1.595300,0.000000
2017-10-16,159905,工银深证红利ETF,1.5800000000,1.580000,0.000000
2017-10-17,159905,工银深证红利ETF,1.5928000000,1.592800,0.000000
2017-10-18,159905,工银深证红利ETF,1.6085000000,1.608500,0.000000
2017-10-19,159905,工银深证红利ETF,1.6003000000,1.600300,0.000000
2017-10-20,159905,工银深证红利ETF,1.5925000000,1.592500,0.000000
2017-10-23,159905,工银深证红利ETF,1.5943000000,1.594300,0.000000
2017-10-24,159905,工银深证红利ETF,1.6149000000,1.614900,0.000000
2017-10-25,159905,工银深证红利ETF,1.6285000000,1.628500,0.000000
2017-10-26,159905,工银深证红利ETF,1.6395000000,1.639500,0.000000
2017-10-27,159905,工银深证红利ETF,1.6593000000,1.659300,0.000000
2017-10-30,159905,工银深证红利ETF,1.6603000000,1.660300,0.000000
2017-10-31,159905,工银深证红利ETF,1.6515000000,1.651500,0.000000
2017-11-01,159905,工银深证红利ETF,1.6471000000,1.647100,0.000000
2017-11-02,159905,工银深证红利ETF,1.6605000000,1.660500,0.000000
2017-11-03,159905,工银深证红利ETF,1.6466000000,1.646600,0.000000
2017-11-06,159905,工银深证红利ETF,1.6768000000,1.676800,0.000000
2017-11-07,159905,工银深证红利ETF,1.6956000000,1.695600,0.000000
2017-11-08,159905,工银深证红利ETF,1.6841000000,1.684100,0.000000
2017-11-09,159905,工银深证红利ETF,1.7047000000,1.704700,0.000000
2017-11-10,159905,工银深证红利ETF,1.7328000000,1.732800,0.000000
2017-11-13,159905,工银深证红利ETF,1.7419000000,1.741900,0.000000
2017-11-14,159905,工银深证红利ETF,1.7219000000,1.721900,0.000000
2017-11-15,159905,工银深证红利ETF,1.7272000000,1.727200,0.000000
2017-11-16,159905,工银深证红利ETF,1.7483000000,1.748300,0.000000
2017-11-17,159905,工银深证红利ETF,1.7361000000,1.736100,0.000000
2017-11-20,159905,工银深证红利ETF,1.7557000000,1.755700,0.000000
2017-11-21,159905,工银深证红利ETF,1.8189000000,1.818900,0.000000
2017-11-22,159905,工银深证红利ETF,1.8065000000,1.806500,0.000000
2017-11-23,159905,工银深证红利ETF,1.7332000000,1.733200,0.000000
2017-11-24,159905,工银深证红利ETF,1.7487000000,1.748700,0.000000
2017-11-27,159905,工银深证红利ETF,1.7048000000,1.704800,0.000000
2017-11-28,159905,工银深证红利ETF,1.7047000000,1.704700,0.000000
2017-11-29,159905,工银深证红利ETF,1.6960000000,1.696000,0.000000
2017-11-30,159905,工银深证红利ETF,1.6686000000,1.668600,0.000000
2017-12-01,159905,工银深证红利ETF,1.6541000000,1.654100,0.000000
2017-12-04,159905,工银深证红利ETF,1.6701000000,1.670100,0.000000
2017-12-05,159905,工银深证红利ETF,1.6729000000,1.672900,0.000000
2017-12-06,159905,工银深证红利ETF,1.6627000000,1.662700,0.000000
2017-12-07,159905,工银深证红利ETF,1.6271000000,1.627100,0.000000
2017-12-08,159905,工银深证红利ETF,1.6516000000,1.651600,0.000000
2017-12-11,159905,工银深证红利ETF,1.7024000000,1.702400,0.000000
2017-12-12,159905,工银深证红利ETF,1.6872000000,1.687200,0.000000
2017-12-13,159905,工银深证红利ETF,1.7184000000,1.718400,0.000000
2017-12-14,159905,工银深证红利ETF,1.7132000000,1.713200,0.000000
2017-12-15,159905,工银深证红利ETF,1.6826000000,1.682600,0.000000
2017-12-18,159905,工银深证红利ETF,1.6932000000,1.693200,0.000000
2017-12-19,159905,工银深证红利ETF,1.7183000000,1.718300,0.000000
2017-12-20,159905,工银深证红利ETF,1.7193000000,1.719300,0.000000
2017-12-21,159905,工银深证红利ETF,1.7474000000,1.747400,0.000000
2017-12-22,159905,工银深证红利ETF,1.7455000000,1.745500,0.000000
2017-12-25,159905,工银深证红利ETF,1.7506000000,1.750600,0.000000
2017-12-26,159905,工银深证红利ETF,1.7440000000,1.744000,0.000000
2017-12-27,159905,工银深证红利ETF,1.7108000000,1.710800,0.000000
2017-12-28,159905,工银深证红利ETF,1.7324000000,1.732400,0.000000
2017-12-29,159905,工银深证红利ETF,1.7371000000,1.737100,0.000000
2017-12-31,159905,工银深证红利ETF,1.7371000000,1.737100,0.000000
2018-01-02,159905,工银深证红利ETF,1.7728000000,1.772800,0.000000
2018-01-03,159905,工银深证红利ETF,1.7756000000,1.775600,0.000000
2018-01-04,159905,工银深证红利ETF,1.7992000000,1.799200,0.000000
2018-01-05,159905,工银深证红利ETF,1.8160000000,1.816000,0.000000
2018-01-08,159905,工银深证红利ETF,1.8234000000,1.823400,0.000000
2018-01-09,159905,工银深证红利ETF,1.8539000000,1.853900,0.000000
2018-01-10,159905,工银深证红利ETF,1.8779000000,1.877900,0.000000
2018-01-11,159905,工银深证红利ETF,1.8621000000,1.862100,0.000000
2018-01-12,159905,工银深证红利ETF,1.8927000000,1.892700,0.000000
2018-01-15,159905,工银深证红利ETF,1.9121000000,1.912100,0.000000
2018-01-16,159905,工银深证红利ETF,1.9452000000,1.945200,0.000000
2018-01-17,159905,工银深证红利ETF,1.9091000000,1.909100,0.000000
2018-01-18,159905,工银深证红利ETF,1.9206000000,1.920600,0.000000
2018-01-19,159905,工银深证红利ETF,1.9075000000,1.907500,0.000000
2018-01-22,159905,工银深证红利ETF,1.9652000000,1.965200,0.000000
2018-01-23,159905,工银深证红利ETF,1.9839000000,1.983900,0.000000
2018-01-24,159905,工银深证红利ETF,1.9630000000,1.963000,0.000000
2018-01-25,159905,工银深证红利ETF,1.9501000000,1.950100,0.000000
2018-01-26,159905,工银深证红利ETF,1.9623000000,1.962300,0.000000
2018-01-29,159905,工银深证红利ETF,1.9061000000,1.906100,0.000000
2018-01-30,159905,工银深证红利ETF,1.8697000000,1.869700,0.000000
2018-01-31,159905,工银深证红利ETF,1.8975000000,1.897500,0.000000
2018-02-01,159905,工银深证红利ETF,1.8668000000,1.866800,0.000000
2018-02-02,159905,工银深证红利ETF,1.8763000000,1.876300,0.000000
2018-02-05,159905,工银深证红利ETF,1.8487000000,1.848700,0.000000
2018-02-06,159905,工银深证红利ETF,1.7956000000,1.795600,0.000000
2018-02-07,159905,工银深证红利ETF,1.7133000000,1.713300,0.000000
2018-02-08,159905,工银深证红利ETF,1.7258000000,1.725800,0.000000
2018-02-09,159905,工银深证红利ETF,1.6563000000,1.656300,0.000000
2018-02-12,159905,工银深证红利ETF,1.7045000000,1.704500,0.000000
2018-02-13,159905,工银深证红利ETF,1.7282000000,1.728200,0.000000
2018-02-14,159905,工银深证红利ETF,1.7557000000,1.755700,0.000000
2018-02-22,159905,工银深证红利ETF,1.7979000000,1.797900,0.000000
2018-02-23,159905,工银深证红利ETF,1.7951000000,1.795100,0.000000
2018-02-26,159905,工银深证红利ETF,1.8045000000,1.804500,0.000000
2018-02-27,159905,工银深证红利ETF,1.7510000000,1.751000,0.000000
2018-02-28,159905,工银深证红利ETF,1.7395000000,1.739500,0.000000
2018-03-01,159905,工银深证红利ETF,1.7445000000,1.744500,0.000000
2018-03-02,159905,工银深证红利ETF,1.7410000000,1.741000,0.000000
2018-03-05,159905,工银深证红利ETF,1.7286000000,1.728600,0.000000
2018-03-06,159905,工银深证红利ETF,1.7568000000,1.756800,0.000000
2018-03-07,159905,工银深证红利ETF,1.7428000000,1.742800,0.000000
2018-03-08,159905,工银深证红利ETF,1.7841000000,1.784100,0.000000
2018-03-09,159905,工银深证红利ETF,1.7948000000,1.794800,0.000000
2018-03-12,159905,工银深证红利ETF,1.7940000000,1.794000,0.000000
2018-03-13,159905,工银深证红利ETF,1.7791000000,1.779100,0.000000
2018-03-14,159905,工银深证红利ETF,1.7734000000,1.773400,0.000000
2018-03-15,159905,工银深证红利ETF,1.7901000000,1.790100,0.000000
2018-03-16,159905,工银深证红利ETF,1.7718000000,1.771800,0.000000
2018-03-19,159905,工银深证红利ETF,1.7639000000,1.763900,0.000000
2018-03-20,159905,工银深证红利ETF,1.7524000000,1.752400,0.000000
2018-03-21,159905,工银深证红利ETF,1.7436000000,1.743600,0.000000
2018-03-22,159905,工银深证红利ETF,1.7083000000,1.708300,0.000000
2018-03-23,159905,工银深证红利ETF,1.6696000000,1.669600,0.000000
2018-03-26,159905,工银深证红利ETF,1.6453000000,1.645300,0.000000
2018-03-27,159905,工银深证红利ETF,1.6476000000,1.647600,0.000000
2018-03-28,159905,工银深证红利ETF,1.6129000000,1.612900,0.000000
2018-03-29,159905,工银深证红利ETF,1.6688000000,1.668800,0.000000
2018-03-30,159905,工银深证红利ETF,1.6587000000,1.658700,0.000000
2018-04-02,159905,工银深证红利ETF,1.6438000000,1.643800,0.000000
2018-04-03,159905,工银深证红利ETF,1.6375000000,1.637500,0.000000
2018-04-04,159905,工银深证红利ETF,1.6526000000,1.652600,0.000000
2018-04-09,159905,工银深证红利ETF,1.6324000000,1.632400,0.000000
2018-04-10,159905,工银深证红利ETF,1.6703000000,1.670300,0.000000
2018-04-11,159905,工银深证红利ETF,1.6825000000,1.682500,0.000000
2018-04-12,159905,工银深证红利ETF,1.6612000000,1.661200,0.000000
2018-04-13,159905,工银深证红利ETF,1.6479000000,1.647900,0.000000
2018-04-16,159905,工银深证红利ETF,1.6150000000,1.615000,0.000000
2018-04-17,159905,工银深证红利ETF,1.5996000000,1.599600,0.000000
2018-04-18,159905,工银深证红利ETF,1.6004000000,1.600400,0.000000
2018-04-19,159905,工银深证红利ETF,1.6397000000,1.639700,0.000000
2018-04-20,159905,工银深证红利ETF,1.6265000000,1.626500,0.000000
2018-04-23,159905,工银深证红利ETF,1.6371000000,1.637100,0.000000
2018-04-24,159905,工银深证红利ETF,1.6754000000,1.675400,0.000000
2018-04-25,159905,工银深证红利ETF,1.6625000000,1.662500,0.000000
2018-04-26,159905,工银深证红利ETF,1.6091000000,1.609100,0.000000
2018-04-27,159905,工银深证红利ETF,1.5981000000,1.598100,0.000000
2018-05-02,159905,工银深证红利ETF,1.6034000000,1.603400,0.000000
2018-05-03,159905,工银深证红利ETF,1.6247000000,1.624700,0.000000
2018-05-04,159905,工银深证红利ETF,1.6175000000,1.617500,0.000000
2018-05-07,159905,工银深证红利ETF,1.6514000000,1.651400,0.000000
2018-05-08,159905,工银深证红利ETF,1.6788000000,1.678800,0.000000
2018-05-09,159905,工银深证红利ETF,1.6766000000,1.676600,0.000000
2018-05-10,159905,工银深证红利ETF,1.6853000000,1.685300,0.000000
