交易日期,指数名称,收盘点位
2016-08-29,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13144.03
2016-08-30,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13170.21
2016-08-31,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13206.79
2016-09-01,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13085.69
2016-09-02,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13094.19
2016-09-05,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13147.36
2016-09-06,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13268.21
2016-09-07,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13274.31
2016-09-08,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13281.02
2016-09-09,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13184.24
2016-09-12,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12963.86
2016-09-13,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12997.98
2016-09-14,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12888.03
2016-09-19,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13009.06
2016-09-20,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13023.17
2016-09-21,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13032.48
2016-09-22,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13109.94
2016-09-23,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13049.59
2016-09-26,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12862.97
2016-09-27,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12959.12
2016-09-28,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12941.42
2016-09-29,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12999.98
2016-09-30,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13028.72
2016-10-10,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13196.37
2016-10-11,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13228.70
2016-10-12,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13228.08
2016-10-13,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13250.11
2016-10-14,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13222.73
2016-10-17,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13093.82
2016-10-18,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13262.12
2016-10-19,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13240.40
2016-10-20,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13250.69
2016-10-21,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13308.23
2016-10-24,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13458.18
2016-10-25,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13484.23
2016-10-26,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13403.42
2016-10-27,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13382.69
2016-10-28,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13330.27
2016-10-31,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13330.56
2016-11-01,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13420.15
2016-11-02,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13303.23
2016-11-03,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13419.93
2016-11-04,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13392.61
2016-11-07,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13409.61
2016-11-08,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13465.35
2016-11-09,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13371.34
2016-11-10,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13542.02
2016-11-11,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13637.31
2016-11-14,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13650.55
2016-11-15,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13662.72
2016-11-16,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13659.52
2016-11-17,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13709.74
2016-11-18,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13644.61
2016-11-21,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13738.56
2016-11-22,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13818.01
2016-11-23,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13861.44
2016-11-24,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13963.93
2016-11-25,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14078.40
2016-11-28,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14151.73
2016-11-29,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14243.67
2016-11-30,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14110.74
2016-12-01,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14238.84
2016-12-02,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14030.06
2016-12-05,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13787.50
2016-12-06,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13767.51
2016-12-07,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13841.42
2016-12-08,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13801.69
2016-12-09,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13896.23
2016-12-12,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13526.55
2016-12-13,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13509.68
2016-12-14,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13445.02
2016-12-15,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13346.40
2016-12-16,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13413.49
2016-12-19,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13388.60
2016-12-20,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13283.77
2016-12-21,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13398.39
2016-12-22,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13428.65
2016-12-23,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13280.84
2016-12-26,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13309.10
2016-12-27,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13317.71
2016-12-28,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13282.51
2016-12-29,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13261.10
2016-12-30,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13318.59
2017-01-03,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13464.35
2017-01-04,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13567.29
2017-01-05,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13577.27
2017-01-06,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13524.04
2017-01-09,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13614.88
2017-01-10,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13593.52
2017-01-11,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13450.22
2017-01-12,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13372.59
2017-01-13,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13369.11
2017-01-16,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13317.14
2017-01-17,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13337.41
2017-01-18,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13419.21
2017-01-19,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13380.77
2017-01-20,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13486.13
2017-01-23,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13498.22
2017-01-24,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13536.22
2017-01-25,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13575.71
2017-01-26,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13609.33
2017-02-03,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13515.45
2017-02-06,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13591.79
2017-02-07,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13611.21
2017-02-08,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13687.06
2017-02-09,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13723.01
2017-02-10,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13767.40
2017-02-13,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13862.79
2017-02-14,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13845.23
2017-02-15,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13819.36
2017-02-16,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13896.24
2017-02-17,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13795.44
2017-02-20,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14039.05
2017-02-21,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14074.72
2017-02-22,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14144.09
2017-02-23,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14075.04
2017-02-24,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14069.48
2017-02-27,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13937.89
2017-02-28,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14012.87
2017-03-01,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14020.12
2017-03-02,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13947.20
2017-03-03,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13938.43
2017-03-06,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14012.07
2017-03-07,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14018.40
2017-03-08,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13976.70
2017-03-09,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13885.24
2017-03-10,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13903.15
2017-03-13,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14035.86
2017-03-14,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14029.78
2017-03-15,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14083.42
2017-03-16,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14152.19
2017-03-17,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14003.75
2017-03-20,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14042.20
2017-03-21,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14122.01
2017-03-22,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14031.91
2017-03-23,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14079.46
2017-03-24,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14203.22
2017-03-27,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14176.49
2017-03-28,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14111.86
2017-03-29,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14077.13
2017-03-30,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13988.03
2017-03-31,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14069.32
2017-04-05,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14280.03
2017-04-06,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14346.85
2017-04-07,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14400.10
2017-04-10,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14434.08
2017-04-11,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14526.67
2017-04-12,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14522.85
2017-04-13,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14616.78
2017-04-14,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14418.37
2017-04-17,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14270.29
2017-04-18,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14210.28
2017-04-19,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14140.98
2017-04-20,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14113.51
2017-04-21,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14150.85
2017-04-24,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13974.40
2017-04-25,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14033.54
2017-04-26,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14081.38
2017-04-27,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14034.80
2017-04-28,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13982.72
2017-05-02,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13910.28
2017-05-03,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13798.66
2017-05-04,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13792.19
2017-05-05,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13708.32
2017-05-08,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13549.00
2017-05-09,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13572.42
2017-05-10,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13410.82
2017-05-11,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13471.64
2017-05-12,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13563.24
2017-05-15,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13634.24
2017-05-16,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13792.89
2017-05-17,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13776.43
2017-05-18,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13705.87
2017-05-19,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13764.80
2017-05-22,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13652.26
2017-05-23,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13625.51
2017-05-24,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13684.68
2017-05-25,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13888.83
2017-05-26,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13908.85
2017-05-31,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13943.30
2017-06-01,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13891.86
2017-06-02,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13923.38
2017-06-05,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13915.47
2017-06-06,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13987.96
2017-06-07,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14168.97
2017-06-08,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14276.57
2017-06-09,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14317.46
2017-06-12,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14332.45
2017-06-13,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14414.17
2017-06-14,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14267.89
2017-06-15,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14256.05
2017-06-16,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14183.89
2017-06-19,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14300.16
2017-06-20,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14281.25
2017-06-21,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14409.00
2017-06-22,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14391.44
2017-06-23,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14488.03
2017-06-26,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14646.34
2017-06-27,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14677.97
2017-06-28,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14614.53
2017-06-29,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14657.60
2017-06-30,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14678.29
2017-07-03,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14663.01
2017-07-04,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14568.39
2017-07-05,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14692.68
2017-07-06,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14709.49
2017-07-07,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14724.86
2017-07-10,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14716.76
2017-07-11,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14760.84
2017-07-12,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14691.54
2017-07-13,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14746.22
2017-07-14,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14815.78
2017-07-17,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14564.19
2017-07-18,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14572.62
2017-07-19,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14781.21
2017-07-20,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14903.33
2017-07-21,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14902.00
2017-07-24,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),15031.07
2017-07-25,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14941.88
2017-07-26,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14882.23
2017-07-27,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14905.46
2017-07-28,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14926.50
2017-07-31,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14953.50
2017-08-01,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),15027.78
2017-08-02,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14928.59
2017-08-03,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14854.12
2017-08-04,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14775.16
2017-08-07,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14839.87
2017-08-08,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14844.89
2017-08-09,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14875.11
2017-08-10,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14779.46
2017-08-11,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14483.21
2017-08-14,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14640.75
2017-08-15,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14689.00
2017-08-16,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14679.70
2017-08-17,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14737.69
2017-08-18,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14760.25
2017-08-21,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14819.68
2017-08-22,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14788.47
2017-08-23,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14758.87
2017-08-24,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14689.41
2017-08-25,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14887.17
2017-08-28,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),15000.99
2017-08-29,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14972.51
2017-08-30,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14980.65
2017-08-31,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14936.61
2017-09-01,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14952.62
2017-09-04,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),15015.95
2017-09-05,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),15063.18
